Date,Client2Oar,Oar2Client,Client2OarDrops,Oar2ClientDrops,Subscription,Burst
Sat Jul 15 01:10:00 2023,72103648,2730416,15075000000,15075000000,15000000000,15075000000
Sat Jul 15 01:15:00 2023,41519656,3166880,15075000000,15075000000,15000000000,15075000000
Sat Jul 15 01:20:00 2023,8442264,2569096,15075000000,15075000000,15000000000,15075000000
Sat Jul 15 01:25:00 2023,1065313664,1583840,15075000000,15075000000,15000000000,15075000000
Sat Jul 15 01:30:00 2023,60465864,1268520,15075000000,15075000000,15000000000,15075000000
Sat Jul 15 01:35:00 2023,129932976,2818864,15075000000,15075000000,15000000000,15075000000
Sat Jul 15 01:40:00 2023,70544552,2176856,15075000000,15075000000,15000000000,15075000000
Sat Jul 15 01:45:00 2023,185132320,2771024,15075000000,15075000000,15000000000,15075000000
Sat Jul 15 01:50:00 2023,393624072,2292744,15075000000,15075000000,15000000000,15075000000
Sat Jul 15 01:55:00 2023,80034648,1437024,15075000000,15075000000,15000000000,15075000000
Sat Jul 15 02:00:00 2023,23448000,1385992,15075000000,15075000000,15000000000,15075000000
Sat Jul 15 02:05:00 2023,4855408,1436328,15075000000,15075000000,15000000000,15075000000
Sat Jul 15 02:10:00 2023,5858744,2072552,15075000000,15075000000,15000000000,15075000000
Sat Jul 15 02:15:00 2023,11433960,1811144,15075000000,15075000000,15000000000,15075000000
Sat Jul 15 02:20:00 2023,6577632,3700416,15075000000,15075000000,15000000000,15075000000
Sat Jul 15 02:25:00 2023,10473272,934248,15075000000,15075000000,15000000000,15075000000
Sat Jul 15 02:30:00 2023,7894080,957048,15075000000,15075000000,15000000000,15075000000
Sat Jul 15 02:35:00 2023,476786472,559992,15075000000,15075000000,15000000000,15075000000
Sat Jul 15 02:40:00 2023,950177192,1849816,15075000000,15075000000,15000000000,15075000000
Sat Jul 15 02:45:00 2023,416784312,488688,15075000000,15075000000,15000000000,15075000000
Sat Jul 15 02:50:00 2023,928052960,960056,15075000000,15075000000,15000000000,15075000000
Sat Jul 15 02:55:00 2023,1081242600,524192,15075000000,15075000000,15000000000,15075000000
Sat Jul 15 03:00:00 2023,1595592704,939392,15075000000,15075000000,15000000000,15075000000
Sat Jul 15 03:05:00 2023,1213170288,1503360,15075000000,15075000000,15000000000,15075000000
Sat Jul 15 03:10:00 2023,76502496,1063376,15075000000,15075000000,15000000000,15075000000
Sat Jul 15 03:15:00 2023,728808416,1135952,15075000000,15075000000,15000000000,15075000000
Sat Jul 15 03:20:00 2023,8878832,311776,15075000000,15075000000,15000000000,15075000000
Sat Jul 15 03:25:00 2023,31724376,974848,15075000000,15075000000,15000000000,15075000000
Sat Jul 15 03:30:00 2023,5412808,630240,15075000000,15075000000,15000000000,15075000000
Sat Jul 15 03:35:00 2023,4466968,616664,15075000000,15075000000,15000000000,15075000000
Sat Jul 15 03:40:00 2023,4019688,144456,15075000000,15075000000,15000000000,15075000000
Sat Jul 15 03:45:00 2023,197449480,1028256,15075000000,15075000000,15000000000,15075000000
Sat Jul 15 03:50:00 2023,2574936,628336,15075000000,15075000000,15000000000,15075000000
Sat Jul 15 03:55:00 2023,503039120,153288,15075000000,15075000000,15000000000,15075000000
Sat Jul 15 04:00:00 2023,5893248,581000,15075000000,15075000000,15000000000,15075000000
Sat Jul 15 04:05:00 2023,2374976,671048,15075000000,15075000000,15000000000,15075000000
Sat Jul 15 04:10:00 2023,2610848,589504,15075000000,15075000000,15000000000,15075000000
Sat Jul 15 04:15:00 2023,45307136,125168,15075000000,15075000000,15000000000,15075000000
Sat Jul 15 04:20:00 2023,2667112,571128,15075000000,15075000000,15000000000,15075000000
Sat Jul 15 04:25:00 2023,2906160,173968,15075000000,15075000000,15000000000,15075000000
Sat Jul 15 04:30:00 2023,31987488,626064,15075000000,15075000000,15000000000,15075000000
Sat Jul 15 04:35:00 2023,2768128,576504,15075000000,15075000000,15000000000,15075000000
Sat Jul 15 04:40:00 2023,4892944,164448,15075000000,15075000000,15000000000,15075000000
Sat Jul 15 04:45:00 2023,1768416,1508328,15075000000,15075000000,15000000000,15075000000
Sat Jul 15 04:50:00 2023,2511024,131648,15075000000,15075000000,15000000000,15075000000
Sat Jul 15 04:55:00 2023,3429264,623336,15075000000,15075000000,15000000000,15075000000
Sat Jul 15 05:00:00 2023,2578328,578632,15075000000,15075000000,15000000000,15075000000
Sat Jul 15 05:05:00 2023,1365560,1052640,15075000000,15075000000,15000000000,15075000000
Sat Jul 15 05:10:00 2023,4335632,593920,15075000000,15075000000,15000000000,15075000000
Sat Jul 15 05:15:00 2023,2080280,571736,15075000000,15075000000,15000000000,15075000000
Sat Jul 15 05:20:00 2023,37923104,124424,15075000000,15075000000,15000000000,15075000000
Sat Jul 15 05:25:00 2023,2435048,1028984,15075000000,15075000000,15000000000,15075000000
Sat Jul 15 05:30:00 2023,2415832,1019792,15075000000,15075000000,15000000000,15075000000
