Date,Client2Oar,Oar2Client,Client2OarDrops,Oar2ClientDrops,Subscription,Burst
Fri Jul 14 19:35:00 2023,49185448,1514368,20100000000,20100000000,20000000000,20100000000
Fri Jul 14 19:40:00 2023,232984,632960,20100000000,20100000000,20000000000,20100000000
Fri Jul 14 19:45:00 2023,232112,787384,20100000000,20100000000,20000000000,20100000000
Fri Jul 14 19:50:00 2023,472096,596864,20100000000,20100000000,20000000000,20100000000
Fri Jul 14 19:55:00 2023,494032,616368,20100000000,20100000000,20000000000,20100000000
Fri Jul 14 20:00:00 2023,226152,540776,20100000000,20100000000,20000000000,20100000000
Fri Jul 14 20:05:00 2023,244296,543088,20100000000,20100000000,20000000000,20100000000
Fri Jul 14 20:10:00 2023,231096,559584,20100000000,20100000000,20000000000,20100000000
Fri Jul 14 20:15:00 2023,231712,554376,20100000000,20100000000,20000000000,20100000000
Fri Jul 14 20:20:00 2023,63005136,1112936,20100000000,20100000000,20000000000,20100000000
Fri Jul 14 20:25:00 2023,20936744,905728,20100000000,20100000000,20000000000,20100000000
Fri Jul 14 20:30:00 2023,230304,545152,20100000000,20100000000,20000000000,20100000000
Fri Jul 14 20:35:00 2023,233488,553016,20100000000,20100000000,20000000000,20100000000
Fri Jul 14 20:40:00 2023,229904,576464,20100000000,20100000000,20000000000,20100000000
Fri Jul 14 20:45:00 2023,230424,562272,20100000000,20100000000,20000000000,20100000000
Fri Jul 14 20:50:00 2023,231904,564536,20100000000,20100000000,20000000000,20100000000
Fri Jul 14 20:55:00 2023,128152048,922568,20100000000,20100000000,20000000000,20100000000
Fri Jul 14 21:00:00 2023,232840,555064,20100000000,20100000000,20000000000,20100000000
Fri Jul 14 21:05:00 2023,13234800,786656,20100000000,20100000000,20000000000,20100000000
Fri Jul 14 21:10:00 2023,232496,566232,20100000000,20100000000,20000000000,20100000000
Fri Jul 14 21:15:00 2023,236280,561640,20100000000,20100000000,20000000000,20100000000
Fri Jul 14 21:20:00 2023,231688,555200,20100000000,20100000000,20000000000,20100000000
Fri Jul 14 21:25:00 2023,233360,552312,20100000000,20100000000,20000000000,20100000000
Fri Jul 14 21:30:00 2023,245617632,1342456,20100000000,20100000000,20000000000,20100000000
Fri Jul 14 21:35:00 2023,234888,542016,20100000000,20100000000,20000000000,20100000000
Fri Jul 14 21:40:00 2023,230560,542024,20100000000,20100000000,20000000000,20100000000
Fri Jul 14 21:45:00 2023,227112,540640,20100000000,20100000000,20000000000,20100000000
Fri Jul 14 21:50:00 2023,230224,557304,20100000000,20100000000,20000000000,20100000000
Fri Jul 14 21:55:00 2023,230584,550792,20100000000,20100000000,20000000000,20100000000
Fri Jul 14 22:00:00 2023,466712,33127576,20100000000,20100000000,20000000000,20100000000
Fri Jul 14 22:05:00 2023,728760,57349200,20100000000,20100000000,20000000000,20100000000
Fri Jul 14 22:10:00 2023,648736,25208624,20100000000,20100000000,20000000000,20100000000
Fri Jul 14 22:15:00 2023,489792,16378488,20100000000,20100000000,20000000000,20100000000
Fri Jul 14 22:20:00 2023,445096,13923928,20100000000,20100000000,20000000000,20100000000
Fri Jul 14 22:25:00 2023,453640,14011912,20100000000,20100000000,20000000000,20100000000
Fri Jul 14 22:30:00 2023,444344,13873264,20100000000,20100000000,20000000000,20100000000
Fri Jul 14 22:35:00 2023,453088,13910000,20100000000,20100000000,20000000000,20100000000
Fri Jul 14 22:40:00 2023,672152,44421288,20100000000,20100000000,20000000000,20100000000
Fri Jul 14 22:45:00 2023,128655256,14092160,20100000000,20100000000,20000000000,20100000000
Fri Jul 14 22:50:00 2023,445752,13955584,20100000000,20100000000,20000000000,20100000000
Fri Jul 14 22:55:00 2023,448096,13887200,20100000000,20100000000,20000000000,20100000000
Fri Jul 14 23:00:00 2023,448712,13977408,20100000000,20100000000,20000000000,20100000000
Fri Jul 14 23:05:00 2023,554480,27087872,20100000000,20100000000,20000000000,20100000000
Fri Jul 14 23:10:00 2023,581992,32683480,20100000000,20100000000,20000000000,20100000000
Fri Jul 14 23:15:00 2023,671440,45076944,20100000000,20100000000,20000000000,20100000000
Fri Jul 14 23:20:00 2023,456288,14058952,20100000000,20100000000,20000000000,20100000000
Fri Jul 14 23:25:00 2023,449216,13911872,20100000000,20100000000,20000000000,20100000000
Fri Jul 14 23:30:00 2023,455720,14046008,20100000000,20100000000,20000000000,20100000000
Fri Jul 14 23:35:00 2023,689400,46025504,20100000000,20100000000,20000000000,20100000000
Fri Jul 14 23:40:00 2023,10999256,40414184,20100000000,20100000000,20000000000,20100000000
Fri Jul 14 23:45:00 2023,449800,15931560,20100000000,20100000000,20000000000,20100000000
Fri Jul 14 23:50:00 2023,452312,14023672,20100000000,20100000000,20000000000,20100000000
Fri Jul 14 23:55:00 2023,451016,13982384,20100000000,20100000000,20000000000,20100000000
Sat Jul 15 00:00:00 2023,684728,44826152,20100000000,20100000000,20000000000,20100000000
Sat Jul 15 00:05:00 2023,459512,14025688,20100000000,20100000000,20000000000,20100000000
Sat Jul 15 00:10:00 2023,452592,13986968,20100000000,20100000000,20000000000,20100000000
Sat Jul 15 00:15:00 2023,21536896,14085400,20100000000,20100000000,20000000000,20100000000
Sat Jul 15 00:20:00 2023,451200,14000256,20100000000,20100000000,20000000000,20100000000
Sat Jul 15 00:25:00 2023,453520,13993584,20100000000,20100000000,20000000000,20100000000
Sat Jul 15 00:30:00 2023,451976,14005728,20100000000,20100000000,20000000000,20100000000
Sat Jul 15 00:35:00 2023,458152,13982608,20100000000,20100000000,20000000000,20100000000
Sat Jul 15 00:40:00 2023,664832,44190296,20100000000,20100000000,20000000000,20100000000
Sat Jul 15 00:45:00 2023,452376,13946096,20100000000,20100000000,20000000000,20100000000
Sat Jul 15 00:50:00 2023,456688,14124112,20100000000,20100000000,20000000000,20100000000
Sat Jul 15 00:55:00 2023,451888,13903040,20100000000,20100000000,20000000000,20100000000
Sat Jul 15 01:00:00 2023,542664,44122016,20100000000,20100000000,20000000000,20100000000
Sat Jul 15 01:05:00 2023,452400,14039232,20100000000,20100000000,20000000000,20100000000
Sat Jul 15 01:10:00 2023,636640,34140112,20100000000,20100000000,20000000000,20100000000
Sat Jul 15 01:15:00 2023,28626304,25986008,20100000000,20100000000,20000000000,20100000000
Sat Jul 15 01:20:00 2023,456112,13978408,20100000000,20100000000,20000000000,20100000000
Sat Jul 15 01:25:00 2023,454376,13860064,20100000000,20100000000,20000000000,20100000000
Sat Jul 15 01:30:00 2023,933768,60842504,20100000000,20100000000,20000000000,20100000000
Sat Jul 15 01:35:00 2023,681024,47694208,20100000000,20100000000,20000000000,20100000000
Sat Jul 15 01:40:00 2023,27846816,41167664,20100000000,20100000000,20000000000,20100000000
Sat Jul 15 01:45:00 2023,668768,44509296,20100000000,20100000000,20000000000,20100000000
Sat Jul 15 01:50:00 2023,434304,12715624,20100000000,20100000000,20000000000,20100000000
Sat Jul 15 01:55:00 2023,446696,13917840,20100000000,20100000000,20000000000,20100000000
Sat Jul 15 02:00:00 2023,449040,13890040,20100000000,20100000000,20000000000,20100000000
Sat Jul 15 02:05:00 2023,32866392,14292608,20100000000,20100000000,20000000000,20100000000
Sat Jul 15 02:10:00 2023,450872,13936640,20100000000,20100000000,20000000000,20100000000
Sat Jul 15 02:15:00 2023,449928,13925592,20100000000,20100000000,20000000000,20100000000
Sat Jul 15 02:20:00 2023,614208,36601448,20100000000,20100000000,20000000000,20100000000
